RepRapFirmware height map file v2 generated at 2023-06-08 15:22, min error -0.055, max error 0.066, mean -0.013, deviation 0.029
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,270.00,5.00,265.00,-1.00,50.00,50.00,6,6
 -0.031, -0.055, -0.039, -0.036,  0.031, -0.030
 -0.030, -0.054, -0.038, -0.033,  0.000, -0.022
 -0.015, -0.049, -0.041, -0.029, -0.016, -0.019
 -0.007, -0.028, -0.012, -0.012, -0.004,  0.005
  0.015,  0.000,  0.011,  0.024,  0.046,  0.066
      0,      0,      0,      0,      0,      0
