Sample,X,Y,Z
205,0.137,0.148,-0.824
206,0.168,-0.141,-1.160
207,-0.020,-0.125,-1.137
208,-0.219,-0.008,-1.172
209,0.074,0.090,-1.027
210,0.188,0.246,-0.734
211,0.062,0.129,-0.965
212,-0.129,-0.062,-1.176
213,-0.375,0.023,-1.121
214,-0.199,0.152,-1.055
215,0.258,0.219,-0.793
216,0.383,0.105,-0.855
217,0.324,-0.023,-1.023
218,0.211,-0.074,-0.992
219,0.184,-0.094,-1.020
220,0.195,-0.023,-0.961
221,0.078,0.160,-0.715
222,-0.125,0.062,-0.926
223,-0.254,-0.105,-1.078
224,-0.238,-0.094,-0.977
225,-0.039,-0.051,-0.969
226,0.086,0.039,-0.898
227,-0.016,0.145,-0.852
228,-0.195,0.062,-1.090
229,-0.297,-0.008,-1.086
230,-0.109,-0.020,-1.062
231,0.168,-0.016,-1.066
232,0.203,0.086,-0.898
233,0.266,-0.031,-1.055
234,0.203,-0.156,-1.176
235,0.027,-0.055,-1.062
236,0.141,-0.055,-1.027
237,0.039,0.074,-0.883
238,-0.176,0.211,-0.859
239,-0.059,0.059,-0.977
240,0.027,-0.082,-1.008
241,0.121,-0.039,-0.988
242,0.305,-0.055,-0.914
243,0.227,0.035,-0.812
244,0.098,0.078,-0.918
245,0.117,-0.020,-0.953
246,-0.031,-0.020,-0.941
247,-0.043,-0.031,-1.031
248,-0.086,0.012,-0.949
249,-0.113,0.117,-0.957
250,-0.055,0.043,-0.988
251,-0.074,0.043,-0.957
252,-0.285,0.023,-1.121
253,-0.273,0.016,-1.105
254,-0.281,0.113,-0.977
255,-0.148,0.156,-1.004
256,0.168,0.016,-0.973
257,0.215,-0.051,-1.020
258,0.117,-0.082,-1.113
259,0.180,-0.051,-0.992
260,0.137,0.074,-0.926
261,0.043,0.062,-0.953
262,0.082,0.008,-0.910
263,0.035,0.016,-0.957
264,0.102,-0.141,-1.035
265,0.121,0.051,-0.777
266,0.086,0.078,-0.871
267,0.164,-0.055,-1.000
268,0.000,0.090,-0.906
269,0.000,0.090,-0.906
270,-0.164,0.070,-1.094
271,-0.047,0.000,-1.031
272,-0.016,0.082,-0.996
273,0.047,0.031,-1.016
274,0.160,-0.062,-1.012
275,0.020,-0.012,-1.066
276,0.020,-0.066,-1.098
277,-0.055,0.031,-0.961
278,-0.250,0.102,-1.031
279,-0.172,0.074,-0.961
280,-0.309,0.078,-0.953
281,-0.301,0.023,-1.086
282,-0.051,-0.016,-0.938
283,0.188,-0.016,-0.930
284,0.293,0.000,-0.918
285,0.391,-0.031,-0.859
286,0.227,0.082,-0.863
287,0.156,0.031,-0.879
288,0.078,-0.094,-1.062
289,-0.035,0.051,-1.000
290,0.223,-0.074,-0.945
291,0.168,0.039,-0.840
292,-0.016,-0.004,-1.031
293,-0.027,0.008,-0.973
294,-0.184,0.047,-1.082
295,-0.234,0.000,-1.164
296,0.008,0.094,-0.934
297,-0.012,0.039,-1.066
298,0.000,-0.004,-1.039
299,0.152,0.004,-1.008
300,0.102,0.008,-1.059
301,0.238,-0.035,-0.965
302,0.051,0.035,-0.996
303,-0.180,0.020,-1.023
304,-0.117,0.016,-0.941
305,-0.215,0.043,-0.945
306,-0.094,-0.008,-0.949
307,0.133,-0.031,-0.875
308,-0.070,0.039,-0.922
309,-0.043,0.012,-0.934
310,0.016,-0.043,-0.938
311,0.070,0.035,-0.949
312,0.137,0.012,-0.918
313,0.113,0.012,-1.023
314,0.105,0.020,-1.035
315,0.406,-0.055,-0.977
316,0.344,-0.043,-0.965
317,0.148,0.016,-0.965
318,-0.055,0.082,-1.016
319,-0.371,0.180,-0.996
320,-0.340,0.035,-1.102
321,-0.258,0.027,-1.031
322,-0.191,0.051,-0.973
323,-0.109,0.094,-0.914
324,-0.113,0.023,-1.012
325,-0.016,-0.070,-1.078
326,0.098,-0.051,-0.988
327,0.066,-0.027,-0.953
328,0.016,0.023,-0.969
329,0.043,0.012,-0.941
330,0.117,-0.020,-0.922
331,0.219,-0.051,-0.914
332,0.176,-0.012,-0.887
333,0.062,-0.066,-0.977
334,-0.090,0.039,-0.973
335,-0.141,0.066,-1.016
336,0.016,0.066,-0.953
337,0.188,0.078,-0.906
338,0.016,0.039,-1.035
339,0.125,-0.039,-1.125
340,0.168,0.062,-1.047
341,0.125,0.074,-1.000
342,0.129,0.074,-0.969
343,0.047,-0.051,-1.090
344,-0.117,0.000,-1.098
345,-0.141,0.043,-1.000
346,-0.035,0.012,-0.965
347,-0.035,0.074,-0.863
348,-0.094,0.047,-0.902
349,-0.266,-0.043,-1.043
350,-0.098,0.043,-0.926
351,-0.027,0.047,-0.871
352,0.117,-0.047,-0.926
353,0.160,0.059,-0.812
354,0.156,0.059,-0.875
355,0.188,-0.160,-1.051
356,0.105,-0.062,-0.988
