Sample,X,Y,Z
0,0.012,0.000,-1.078
1,0.016,0.031,-0.984
2,0.016,0.031,-0.984
3,0.020,0.023,-0.984
4,0.016,0.027,-0.980
5,0.008,0.031,-0.984
6,0.004,0.023,-0.988
7,0.000,0.023,-0.988
8,0.000,0.027,-0.980
9,0.004,0.027,-0.977
10,0.008,0.031,-0.977
11,0.004,0.027,-0.969
12,0.004,0.035,-0.969
13,0.012,0.031,-0.977
14,0.016,0.031,-0.973
15,0.020,0.031,-0.980
16,0.012,0.031,-0.984
17,0.023,0.027,-0.977
18,0.027,0.035,-0.984
19,0.012,0.023,-0.980
20,0.008,-0.035,-0.996
21,0.012,0.027,-0.984
22,0.000,0.027,-0.984
23,0.000,0.031,-0.988
24,0.004,0.031,-0.980
25,0.008,0.031,-0.980
26,0.004,0.031,-0.973
27,0.004,0.027,-0.973
28,0.008,0.035,-0.984
29,0.004,0.031,-0.973
30,0.016,0.031,-0.973
31,0.016,0.031,-0.980
32,0.027,0.031,-0.980
33,0.027,0.031,-0.984
34,0.016,0.031,-0.980
35,0.008,0.027,-0.980
36,0.008,0.023,-0.984
37,0.012,0.035,-0.980
38,0.008,0.023,-0.980
39,0.004,0.031,-0.988
40,0.000,0.023,-0.977
41,0.004,0.031,-0.977
42,0.004,0.027,-0.977
43,0.000,0.039,-0.973
44,0.008,0.027,-0.973
45,0.008,0.031,-0.973
46,0.016,0.031,-0.973
47,0.016,0.031,-0.977
48,0.020,0.023,-0.988
49,0.020,0.031,-0.980
50,0.012,0.031,-0.980
51,0.020,0.031,-0.984
52,0.023,0.023,-0.980
53,0.020,0.031,-0.984
54,0.008,0.027,-0.988
55,0.004,0.023,-0.984
56,0.004,0.039,-0.977
57,0.008,0.039,-0.973
58,0.000,0.031,-0.969
59,0.000,0.031,-0.953
60,-0.023,0.012,-0.992
61,0.000,0.031,-0.977
62,0.020,0.027,-0.973
63,0.020,0.035,-0.973
64,0.020,0.035,-0.977
65,0.020,0.027,-0.984
66,0.023,0.031,-0.977
67,0.016,0.031,-0.980
68,0.023,0.023,-0.984
69,0.016,0.023,-0.992
70,0.008,0.031,-0.984
71,0.008,0.027,-0.980
72,0.004,0.020,-0.984
73,0.004,0.035,-0.977
74,0.004,0.020,-0.973
75,0.008,0.031,-0.973
76,0.004,0.035,-0.969
77,0.008,0.031,-0.969
78,0.012,0.031,-0.973
79,0.020,0.035,-0.973
80,0.023,0.008,-0.965
81,0.023,0.031,-0.984
82,0.012,0.031,-0.977
83,0.016,0.027,-0.980
84,0.016,0.031,-0.984
85,0.012,0.031,-0.988
86,0.016,0.031,-0.996
87,0.008,0.027,-0.988
88,0.004,0.031,-0.980
89,0.000,0.027,-0.980
90,0.008,0.035,-0.969
91,0.000,0.031,-0.977
92,0.000,0.035,-0.969
93,0.008,0.035,-0.973
94,0.012,0.035,-0.969
95,0.012,0.035,-0.977
96,0.012,0.035,-0.973
97,0.016,0.027,-0.969
98,0.012,0.031,-0.980
99,0.016,0.035,-0.977
100,0.020,0.000,-0.965
101,0.016,0.027,-0.980
102,0.008,0.031,-0.988
103,0.008,0.031,-0.980
104,0.012,0.027,-0.980
105,0.004,0.031,-0.980
106,0.000,0.035,-0.980
107,0.012,0.035,-0.977
108,0.004,0.031,-0.977
109,0.008,0.035,-0.973
110,0.004,0.031,-0.973
111,-0.016,0.043,-0.973
112,-0.008,0.043,-0.984
113,0.027,0.062,-0.965
114,0.031,0.102,-0.941
115,0.000,0.105,-0.973
116,0.016,0.062,-1.020
117,0.031,0.113,-0.988
118,0.031,0.199,-0.926
119,0.020,0.215,-0.934
120,0.020,0.207,-0.992
121,0.016,0.242,-0.992
122,0.047,0.305,-0.941
123,0.035,0.414,-0.898
124,0.020,0.492,-1.000
125,0.242,0.484,-1.039
126,0.039,1.480,-0.059
127,0.023,0.414,-1.105
128,0.137,-0.898,-1.590
129,-0.301,-1.180,-1.871
130,-0.641,1.426,-0.016
131,-0.062,1.465,-0.043
132,0.512,0.520,-1.121
133,0.406,-0.270,-1.242
134,-0.316,-0.891,-1.891
135,-0.203,0.375,-1.320
136,0.180,1.977,0.418
137,0.199,1.992,1.316
138,0.215,0.352,-0.859
139,0.512,-1.992,-1.992
140,-0.414,-1.805,-1.992
141,-1.363,1.133,-0.297
142,-0.703,1.992,1.223
143,0.797,1.605,-0.070
144,1.402,-1.469,-1.727
145,0.535,-1.992,-1.988
146,-0.996,-0.527,-1.102
147,-1.074,1.992,1.816
148,0.184,1.902,-0.203
149,0.504,0.215,-0.477
150,0.113,-1.992,-1.992
151,-0.215,-1.457,-1.102
152,-0.004,1.406,0.637
153,0.770,1.965,0.590
154,0.348,1.477,-0.629
155,-0.320,-1.219,-1.703
156,-0.727,-1.168,-1.352
157,-0.488,0.590,-0.320
158,0.676,1.250,-0.562
159,1.211,1.051,-1.273
160,0.289,0.812,-1.512
161,-0.602,0.027,-1.598
162,-0.680,0.336,-0.777
163,-0.602,0.742,-1.402
164,0.531,0.812,-1.262
165,0.777,0.371,-1.516
166,0.340,0.512,-0.578
167,-0.402,1.086,-0.160
168,-0.621,0.430,-1.332
169,-0.008,0.211,-1.363
170,0.336,-0.281,-1.418
171,0.078,0.188,-0.699
172,-0.062,0.879,0.352
173,-0.082,0.656,-0.520
174,-0.035,0.195,-1.102
175,0.105,-0.605,-1.500
176,-0.336,-0.328,-1.223
177,-0.113,0.422,-0.199
178,-0.027,0.711,-0.312
179,0.047,0.461,-0.945
180,0.250,-0.141,-1.180
181,0.188,-0.879,-1.656
182,-0.215,0.062,-1.086
183,-0.184,0.996,-0.477
184,-0.027,0.918,-0.984
185,0.398,0.137,-1.398
186,0.340,-0.410,-1.660
187,0.211,-0.020,-1.113
188,-0.066,0.578,-1.008
189,0.066,1.066,-0.781
190,0.094,0.637,-1.168
191,0.133,0.199,-1.188
192,0.238,0.020,-0.883
193,0.109,0.363,-0.723
194,-0.238,0.750,-0.734
195,-0.254,0.891,-0.660
196,-0.078,0.527,-0.820
197,0.004,0.301,-0.695
198,-0.117,0.277,-0.723
199,-0.195,0.336,-1.031
200,-0.398,0.598,-0.953
201,-0.285,0.363,-1.082
202,-0.059,0.113,-1.055
203,0.047,0.031,-1.086
204,0.188,-0.180,-1.344
205,0.238,0.055,-1.168
206,0.055,0.246,-1.027
207,0.184,-0.039,-1.133
208,0.238,-0.059,-1.039
209,0.051,0.062,-1.027
210,0.094,-0.105,-0.996
211,0.051,0.023,-0.844
212,-0.051,0.043,-0.785
213,0.027,-0.047,-0.824
214,-0.246,0.152,-0.766
215,-0.266,0.129,-0.867
216,0.113,-0.082,-0.891
217,0.219,-0.250,-0.961
218,0.191,-0.082,-0.902
219,-0.023,0.148,-0.840
220,-0.242,0.121,-1.133
221,0.012,0.172,-1.047
222,0.223,-0.102,-1.207
223,0.176,-0.039,-1.074
224,0.109,0.129,-0.965
225,-0.223,0.340,-1.027
226,-0.242,0.219,-1.141
227,-0.062,-0.035,-1.211
228,-0.082,0.184,-0.949
229,-0.023,0.332,-0.762
230,0.102,-0.043,-1.125
231,0.047,0.152,-0.938
232,0.152,0.141,-0.875
233,0.219,-0.125,-1.027
234,0.082,-0.027,-0.988
235,0.098,-0.055,-0.953
236,0.141,-0.062,-0.910
237,0.191,-0.062,-0.734
238,-0.023,-0.152,-0.941
239,-0.215,0.078,-0.777
240,-0.301,-0.086,-0.926
241,-0.270,-0.066,-0.945
242,-0.059,-0.125,-0.926
243,0.129,-0.289,-1.047
244,0.055,-0.047,-0.902
245,-0.113,0.012,-1.031
246,-0.031,-0.227,-1.266
247,-0.008,-0.031,-1.129
248,0.117,0.164,-0.930
249,0.301,-0.121,-1.062
250,0.246,-0.109,-1.105
251,0.023,0.262,-0.766
252,-0.070,0.188,-0.926
253,-0.219,0.121,-0.992
254,-0.230,0.102,-1.020
255,-0.164,0.191,-0.883
256,0.023,0.039,-0.992
257,0.176,0.289,-0.742
258,0.172,0.191,-0.898
259,0.129,0.051,-1.090
260,-0.031,0.121,-1.082
261,-0.035,0.113,-1.168
262,0.277,-0.164,-1.203
263,0.332,0.086,-0.859
264,0.105,0.117,-0.895
265,-0.109,0.066,-0.984
266,-0.387,0.043,-1.039
267,-0.469,0.000,-1.062
268,-0.191,-0.113,-0.945
269,0.008,0.016,-0.734
270,0.113,0.035,-0.734
271,0.176,-0.066,-0.910
272,0.082,-0.285,-1.152
273,-0.062,-0.207,-1.195
274,0.055,-0.055,-1.031
275,0.289,-0.016,-0.941
276,0.406,0.055,-0.762
277,0.262,-0.004,-0.941
278,-0.008,-0.078,-1.051
279,-0.344,0.051,-1.059
280,-0.480,0.246,-0.906
281,-0.211,0.176,-0.945
282,0.074,-0.020,-1.047
283,0.203,0.004,-0.969
284,0.152,0.164,-0.883
285,-0.020,0.152,-1.004
286,-0.086,0.094,-1.160
287,-0.094,0.129,-1.141
288,0.105,0.039,-1.109
289,0.438,-0.074,-1.031
290,0.316,0.102,-0.797
291,0.094,-0.004,-0.945
292,-0.141,-0.016,-0.988
293,-0.383,0.145,-0.949
294,-0.367,0.062,-0.934
295,-0.152,-0.199,-1.008
296,-0.004,-0.016,-0.820
297,0.090,0.121,-0.664
298,0.105,-0.082,-0.918
299,0.039,-0.164,-1.047
300,-0.082,-0.094,-1.078
301,-0.031,0.062,-0.949
302,0.297,-0.125,-1.027
303,0.406,-0.125,-0.961
304,0.230,0.102,-0.809
305,-0.039,0.023,-1.000
306,-0.312,0.035,-1.113
307,-0.441,0.160,-1.047
308,-0.152,0.012,-1.043
309,0.129,-0.113,-1.070
310,0.250,-0.070,-1.000
311,0.211,0.191,-0.820
312,0.000,0.184,-0.988
313,-0.051,-0.082,-1.297
314,0.055,0.047,-1.105
315,0.227,0.105,-0.988
316,0.496,0.137,-0.656
317,0.336,0.238,-0.688
318,-0.027,-0.012,-1.059
319,-0.184,-0.012,-1.020
320,-0.457,0.297,-0.879
321,-0.273,0.164,-0.871
322,0.098,-0.090,-0.957
323,0.012,0.047,-0.867
324,0.031,-0.012,-0.977
325,-0.020,-0.098,-1.098
326,-0.223,0.164,-1.020
327,-0.082,-0.156,-1.273
328,0.027,-0.078,-1.176
329,0.086,0.191,-0.871
330,0.281,-0.172,-1.121
331,0.191,-0.227,-1.082
332,-0.062,-0.094,-0.992
333,-0.238,0.012,-0.980
334,-0.293,0.215,-0.770
335,-0.230,0.199,-0.734
336,-0.051,-0.027,-0.926
337,0.121,-0.133,-0.906
338,0.180,0.020,-0.812
339,0.004,0.168,-0.793
340,-0.051,0.117,-1.020
341,0.082,-0.066,-1.234
342,0.148,-0.090,-1.234
343,0.379,-0.027,-1.047
344,0.426,0.133,-0.812
345,0.160,0.199,-0.926
346,0.047,-0.012,-1.164
347,-0.219,0.043,-1.156
