Sample,X,Y,Z
0,0.012,-0.008,-1.031
1,0.039,0.020,-0.992
2,0.035,0.012,-0.988
3,0.031,0.020,-0.988
4,0.027,0.020,-0.980
5,0.023,0.020,-0.980
6,0.020,0.023,-0.980
7,0.016,0.008,-0.980
8,0.012,0.016,-0.988
9,0.008,0.023,-0.980
10,0.000,0.020,-0.984
11,0.012,0.020,-0.988
12,0.008,0.020,-0.992
13,0.008,0.012,-0.988
14,0.016,0.016,-0.988
15,0.023,0.016,-0.988
16,0.027,0.008,-0.984
17,0.035,0.020,-0.988
18,0.031,0.027,-0.988
19,0.035,0.023,-0.980
20,0.016,-0.035,-0.984
21,0.027,0.016,-0.984
22,0.016,0.012,-0.984
23,0.008,0.012,-0.977
24,0.012,0.020,-0.980
25,0.004,0.016,-0.988
26,0.004,0.012,-0.984
27,-0.004,0.016,-0.984
28,0.000,0.012,-0.988
29,0.012,0.012,-0.988
30,0.012,0.012,-0.992
31,0.023,0.016,-0.988
32,0.016,0.020,-0.988
33,0.027,0.012,-0.988
34,0.027,0.012,-0.980
35,0.035,0.012,-0.980
36,0.039,0.016,-0.988
37,0.035,0.020,-0.988
38,0.027,0.020,-0.980
39,0.008,0.023,-0.980
40,0.020,-0.031,-0.984
41,0.008,0.016,-0.984
42,0.004,0.020,-0.984
43,-0.004,0.023,-0.984
44,0.000,0.012,-0.988
45,0.008,0.020,-0.996
46,0.016,0.016,-0.988
47,0.012,0.012,-0.988
48,0.023,0.020,-0.980
49,0.031,0.023,-0.992
50,0.035,0.020,-0.984
51,0.027,0.023,-0.980
52,0.035,0.016,-0.984
53,0.031,0.016,-0.988
54,0.023,0.023,-0.988
55,0.008,0.012,-0.977
56,0.012,0.020,-0.988
57,0.008,0.020,-0.980
58,0.004,0.016,-0.988
59,0.000,0.012,-0.992
60,-0.023,-0.027,-0.992
61,0.008,0.020,-0.988
62,0.004,0.016,-0.988
63,0.016,0.023,-0.980
64,0.020,0.008,-0.988
65,0.031,0.020,-0.980
66,0.020,0.027,-0.988
67,0.027,0.020,-0.984
68,0.031,0.027,-0.984
69,0.027,0.016,-0.988
70,0.035,0.016,-0.977
71,0.020,0.023,-0.977
72,0.008,0.016,-0.988
73,0.004,0.020,-0.988
74,0.008,0.020,-0.984
75,0.012,0.023,-0.980
76,0.008,0.016,-0.992
77,0.000,0.016,-0.992
78,0.004,0.012,-0.992
79,0.016,0.016,-0.980
80,0.055,-0.016,-1.000
81,0.031,0.016,-0.988
82,0.027,0.012,-0.984
83,0.023,0.016,-0.988
84,0.035,0.020,-0.977
85,0.031,0.016,-0.980
86,0.023,0.016,-0.977
87,0.020,0.020,-0.980
88,0.016,0.012,-0.980
89,0.012,0.016,-0.988
