RepRapFirmware height map file v2 generated at 2021-06-18 22:24
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
0.00,250.00,26.00,250.00,-1.00,50.00,50.00,6,5
 -0.028, -0.072, -0.067, -0.103, -0.105, -0.067
 -0.010, -0.050, -0.043, -0.045, -0.087, -0.060
  0.000, -0.045,  0.002, -0.025, -0.043, -0.038
  0.017, -0.015,  0.012, -0.018, -0.040, -0.015
  0.048,  0.015,  0.040,  0.017, -0.003,  0.028
